# sampling_caveat: Purposive sampling subject to availability constraints. Results describe the beliefs of the surveyed sample, not of software engineering practitioners in general, and no inference to a wider population is supported (Baltes & Ralph, 2022, Empirical Software Engineering).
# question_order_caveat: BTHSurvey provides no question-order randomisation, so all 50 claims were presented in a fixed order to every respondent. Order effects (fatigue, priming, anchoring) cannot be estimated or corrected for by this tool and stand as a documented construct-validity limitation.
# classification_rule: majority > 50% of directional answers; IDK-dominant at >= 30% of the full sample
# run_id: 20260904T170248Z-d602c796
# input_file: data/raw/export (4).xlsx
# input_sha256: d602c796f3cbfb3f5322be5551f12e280f71dbd1880fbd430253c4518e4ddd95
scope,claim_id,variable,group,reason,n_valid
unassigned,CLM-000361,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",3
unassigned,CLM-000450,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",8
unassigned,CLM-000142,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",13
unassigned,CLM-000496,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",9
unassigned,CLM-000169,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",10
unassigned,CLM-000036,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",7
unassigned,CLM-000210,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",9
unassigned,CLM-000581,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",10
unassigned,CLM-000242,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",13
unassigned,CLM-000199,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",13
unassigned,CLM-000007,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",9
unassigned,CLM-000486,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",8
unassigned,CLM-000109,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",12
unassigned,CLM-000190,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",9
unassigned,CLM-000374,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",5
unassigned,CLM-000122,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",10
unassigned,CLM-000097,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",12
unassigned,CLM-000201,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",12
unassigned,CLM-000180,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",10
unassigned,CLM-000502,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",12
unassigned,CLM-000129,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",11
unassigned,CLM-000032,company_size,(not recorded),"13 respondent(s) did not answer the optional 'company_size' question, so they belong to no subgroup and cannot enter this comparison",8
subgroup,CLM-000062,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000062,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000062,country,Azerbaijan,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000062,country,Belgium,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000062,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000062,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000062,country,Denmark,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000062,country,Finland,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000062,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000062,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000062,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Italy,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000062,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,New Zealand,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000062,country,Norway,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000062,country,Other / Prefer not to say,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000062,country,Poland,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000062,country,Portugal,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000062,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000062,country,South Africa,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000062,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000062,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000062,country,Thailand,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000062,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000062,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",37
subgroup,CLM-000179,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000179,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000179,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000179,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000179,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000179,country,Finland,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000179,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000179,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000179,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000179,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000179,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000179,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000179,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000179,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000179,country,Spain,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000179,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000179,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000179,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
